receive,00000526,1,MSFT,,,,,,39016,8,20231022-11:07:47.414,1070.0,2,2,,242.69,6508.0
receive,00000527,3,MSFT,,,,,,39017,8,20231022-11:07:47.414,1071.0,2,2,,237.1,830.0
receive,00000528,2,AAPL,,,,,,39018,8,20231022-11:07:47.414,1072.0,1,1,,152.68,3982.0
receive,00000530,1,MSFT,,,,,,39019,8,20231022-11:07:47.414,1073.0,2,2,,238.29,3963.0
receive,00000531,1,MSFT,,,,,,39020,8,20231022-11:07:47.414,1074.0,2,2,,240.62,9709.0
receive,00000532,3,AAPL,,,,,,39021,8,20231022-11:07:47.414,1075.0,1,1,,150.18,957.0
receive,00000533,2,AAPL,,,,,,39022,8,20231022-11:07:47.414,1076.0,2,2,,151.11,2270.0
receive,00000534,2,BAC,,,,,,39023,8,20231022-11:07:47.414,1077.0,1,1,,31.94,638.0
receive,00000535,3,BAC,,,,,,39024,8,20231022-11:07:47.414,1078.0,2,2,,31.83,9859.0
receive,00000536,2,BAC,,,,,,39025,8,20231022-11:07:47.414,1079.0,2,2,,32.2,5570.0
receive,00000537,2,MSFT,,,,,,39026,8,20231022-11:07:47.414,1080.0,2,2,,237.29,2865.0
receive,00000538,1,BAC,,,,,,39027,8,20231022-11:07:47.415,1081.0,2,2,,32.47,7661.0
receive,00000539,1,AAPL,,,,,,39028,8,20231022-11:07:47.415,1082.0,1,1,,150.31,305.0
receive,00000540,2,AAPL,,,,,,39029,8,20231022-11:07:47.415,1083.0,2,2,,150.74,6049.0
receive,00000542,2,AAPL,,,,,,39030,8,20231022-11:07:47.415,1084.0,1,1,,152.04,757.0
receive,00000543,3,MSFT,,,,,,39031,8,20231022-11:07:47.415,1085.0,1,1,,239.31,365.0
receive,00000544,2,MSFT,,,,,,39032,8,20231022-11:07:47.415,1086.0,2,2,,241.61,7740.0
receive,00000545,3,AAPL,,,,,,39033,8,20231022-11:07:47.415,1087.0,1,1,,150.11,3139.0
receive,00000546,2,BAC,,,,,,39034,8,20231022-11:07:47.415,1088.0,1,1,,30.89,1782.0
receive,00000547,3,BAC,,,,,,39035,8,20231022-11:07:47.415,1089.0,1,1,,31.2,2294.0
receive,00000548,3,AAPL,,,,,,39036,8,20231022-11:07:47.415,1090.0,2,2,,152.06,173.0
receive,00000550,3,MSFT,,,,,,39038,8,20231022-11:07:47.415,1091.0,1,1,,240.87,836.0
receive,00000551,1,AAPL,,,,,,39039,8,20231022-11:07:47.415,1092.0,1,1,,152.51,937.0
receive,00000552,3,AAPL,,,,,,39040,8,20231022-11:07:47.415,1093.0,1,1,,152.67,3027.0
receive,00000555,3,AAPL,,,,,,39043,8,20231022-11:07:47.415,1094.0,2,2,,150.2,2222.0
receive,00000556,1,AAPL,,,,,,39044,8,20231022-11:07:47.415,1095.0,1,1,,151.28,6632.0
receive,00000557,2,MSFT,,,,,,39045,8,20231022-11:07:47.415,1096.0,2,2,,242.68,6890.0
receive,00000558,2,AAPL,,,,,,39046,8,20231022-11:07:47.416,1097.0,2,2,,150.51,9104.0
receive,00000559,2,BAC,,,,,,39047,8,20231022-11:07:47.416,1098.0,1,1,,32.9,2320.0
receive,00000562,2,MSFT,,,,,,39050,8,20231022-11:07:47.416,1099.0,1,1,,237.55,4027.0
receive,00000563,1,AAPL,,,,,,39051,8,20231022-11:07:47.416,1100.0,1,1,,150.28,4197.0
receive,00000564,3,BAC,,,,,,39052,8,20231022-11:07:47.416,1101.0,2,2,,31.47,7231.0
receive,00000565,3,AAPL,,,,,,39053,8,20231022-11:07:47.416,1102.0,2,2,,150.02,6171.0
receive,00000566,2,MSFT,,,,,,39054,8,20231022-11:07:47.416,1103.0,1,1,,237.66,4137.0
receive,00000567,3,BAC,,,,,,39055,8,20231022-11:07:47.416,1104.0,2,2,,30.82,134.0
receive,00000568,1,BAC,,,,,,39056,8,20231022-11:07:47.416,1105.0,1,1,,31.94,1914.0
receive,00000570,2,AAPL,,,,,,39057,8,20231022-11:07:47.416,1106.0,1,1,,151.69,640.0
receive,00000571,3,MSFT,,,,,,39058,8,20231022-11:07:47.416,1107.0,2,2,,242.58,2066.0
receive,00000572,2,AAPL,,,,,,39059,8,20231022-11:07:47.416,1108.0,1,1,,150.29,1254.0
receive,00000573,1,BAC,,,,,,39060,8,20231022-11:07:47.416,1109.0,2,2,,34.55,8538.0
receive,00000574,2,AAPL,,,,,,39061,8,20231022-11:07:47.416,1110.0,1,1,,151.13,14.0
receive,00000575,2,MSFT,,,,,,39062,8,20231022-11:07:47.416,1111.0,1,1,,238.6,1404.0
receive,00000576,2,MSFT,,,,,,39063,8,20231022-11:07:47.416,1112.0,1,1,,240.06,6907.0
receive,00000578,2,BAC,,,,,,39064,8,20231022-11:07:47.417,1113.0,1,1,,33.72,5810.0
receive,00000579,1,MSFT,,,,,,39065,8,20231022-11:07:47.417,1114.0,1,1,,237.2,3376.0
receive,00000580,3,BAC,,,,,,39066,8,20231022-11:07:47.417,1115.0,2,2,,31.16,582.0
receive,00000581,3,AAPL,,,,,,39067,8,20231022-11:07:47.417,1116.0,2,2,,150.8,2512.0
receive,00000584,1,BAC,,,,,,39070,8,20231022-11:07:47.417,1117.0,2,2,,30.6,1076.0
receive,00000585,1,MSFT,,,,,,39071,8,20231022-11:07:47.417,1118.0,2,2,,241.13,8110.0
receive,00000586,2,MSFT,,,,,,39072,8,20231022-11:07:47.417,1119.0,1,1,,238.25,693.0
receive,00000587,3,BAC,,,,,,39073,8,20231022-11:07:47.417,1120.0,2,2,,32.38,8414.0
receive,00000588,3,AAPL,,,,,,39074,8,20231022-11:07:47.417,1121.0,2,2,,151.09,921.0
receive,00000589,3,MSFT,,,,,,39075,8,20231022-11:07:47.417,1122.0,1,1,,241.0,2983.0
receive,00000590,1,BAC,,,,,,39076,8,20231022-11:07:47.417,1123.0,2,2,,33.39,1366.0
receive,00000592,3,BAC,,,,,,39078,8,20231022-11:07:47.417,1124.0,2,2,,33.66,5891.0
receive,00000594,2,MSFT,,,,,,39079,8,20231022-11:07:47.417,1125.0,2,2,,239.79,9178.0
receive,00000595,3,AAPL,,,,,,39080,8,20231022-11:07:47.417,1126.0,1,1,,151.45,3094.0
receive,00000596,3,MSFT,,,,,,39081,8,20231022-11:07:47.417,1127.0,1,1,,237.92,1692.0
receive,00000597,1,BAC,,,,,,39082,8,20231022-11:07:47.417,1128.0,1,1,,30.17,5310.0
receive,00000598,3,AAPL,,,,,,39083,8,20231022-11:07:47.418,1129.0,2,2,,150.67,401.0
receive,00000599,3,MSFT,,,,,,39084,8,20231022-11:07:47.418,1130.0,1,1,,242.58,655.0
receive,00000600,3,BAC,,,,,,39085,8,20231022-11:07:47.418,1131.0,2,2,,31.44,1051.0
receive,00000601,1,MSFT,,,,,,39086,8,20231022-11:07:47.418,1132.0,1,1,,238.04,518.0
receive,00000602,1,MSFT,,,,,,39087,8,20231022-11:07:47.418,1133.0,1,1,,237.78,928.0
receive,00000603,2,BAC,,,,,,39088,8,20231022-11:07:47.418,1134.0,1,1,,32.19,1130.0
receive,00000604,1,MSFT,,,,,,39089,8,20231022-11:07:47.418,1135.0,1,1,,238.36,151.0
receive,00000605,2,MSFT,,,,,,39090,8,20231022-11:07:47.418,1136.0,1,1,,242.74,8352.0
receive,00000606,3,BAC,,,,,,39091,8,20231022-11:07:47.418,1137.0,1,1,,33.55,2211.0
receive,00000607,2,MSFT,,,,,,39092,8,20231022-11:07:47.418,1138.0,2,2,,241.02,7108.0
receive,00000608,3,AAPL,,,,,,39093,8,20231022-11:07:47.418,1139.0,1,1,,150.48,1835.0
receive,00000610,3,MSFT,,,,,,39095,8,20231022-11:07:47.418,1140.0,2,2,,238.94,7977.0
receive,00000613,1,BAC,1760.0,4.0,2,,,39098,8,20231022-11:07:47.419,1141.0,0,0,,,
receive,00000614,2,AAPL,6371.0,0.0,1,,,39099,8,20231022-11:07:47.420,1142.0,0,0,,,
receive,00000615,2,MSFT,8059.0,303.0,2,,,39100,8,20231022-11:07:47.420,1143.0,0,0,,,
receive,00000616,,,,,,Unlucky,,,8,20231022-11:07:47.421,1144.0,8,8,,,
receive,00000617,,,,,,Unlucky,,,8,20231022-11:07:47.421,1145.0,8,8,,,
receive,00000618,1,BAC,3772.0,64.0,2,,,39103,8,20231022-11:07:47.422,1146.0,0,0,,,
receive,00000619,1,MSFT,5989.0,108.0,2,,,39104,8,20231022-11:07:47.422,1147.0,0,0,,,
receive,00000620,3,AAPL,9350.0,168.0,2,,,39105,8,20231022-11:07:47.423,1148.0,0,0,,,
receive,00000621,1,MSFT,5814.0,217.0,2,,,39106,8,20231022-11:07:47.423,1149.0,0,0,,,
receive,00000622,1,BAC,7816.0,40.0,2,,,39107,8,20231022-11:07:47.423,1150.0,0,0,,,
receive,00000623,3,AAPL,4171.0,0.0,1,,,39108,8,20231022-11:07:47.424,1151.0,0,0,,,
receive,00000624,2,AAPL,5123.0,0.0,1,,,39109,8,20231022-11:07:47.424,1152.0,0,0,,,
receive,00000625,,,,,,Unknown order id,,NONE,9,20231022-11:07:47.424,1153.0,8,,00000539,,
receive,00000626,2,MSFT,2960.0,193.0,2,,,39110,8,20231022-11:07:47.424,1154.0,0,0,,,
receive,00000627,2,BAC,627.0,15.0,2,,,39111,8,20231022-11:07:47.425,1155.0,0,0,,,
receive,00000628,1,MSFT,9584.0,161.0,2,,,39112,8,20231022-11:07:47.425,1156.0,0,0,,,
receive,00000629,1,BAC,723.0,0.0,1,,,39113,8,20231022-11:07:47.425,1157.0,0,0,,,
receive,00000630,,,,,,Unlucky,,,8,20231022-11:07:47.426,1158.0,8,8,,,
receive,00000631,2,MSFT,4343.0,0.0,1,,,39115,8,20231022-11:07:47.426,1159.0,0,0,,,
receive,00000632,2,AAPL,7906.0,0.0,1,,,39116,8,20231022-11:07:47.426,1160.0,0,0,,,
receive,00000633,,,,,,Unlucky,,,8,20231022-11:07:47.427,1161.0,8,8,,,
receive,00000634,1,BAC,5926.0,56.0,2,,,39118,8,20231022-11:07:47.427,1162.0,0,0,,,
receive,00000635,2,AAPL,853.0,0.0,1,,,39119,8,20231022-11:07:47.427,1163.0,0,0,,,
receive,00000636,1,MSFT,7610.0,388.0,2,,,39120,8,20231022-11:07:47.427,1164.0,0,0,,,
receive,00000637,,,,,,Unknown order id,,NONE,9,20231022-11:07:47.428,1165.0,8,,00000543,,
receive,00000638,,,,,,Unlucky,,,8,20231022-11:07:47.428,1166.0,8,8,,,
receive,00000639,2,AAPL,6082.0,222.0,2,,,39122,8,20231022-11:07:47.428,1167.0,0,0,,,
receive,00000640,2,AAPL,9537.0,0.0,1,,,39123,8,20231022-11:07:47.429,1168.0,0,0,,,
receive,00000641,1,MSFT,5716.0,200.0,2,,,39124,8,20231022-11:07:47.429,1169.0,0,0,,,
receive,00000642,2,AAPL,6699.0,0.0,1,,,39125,8,20231022-11:07:47.429,1170.0,0,0,,,
receive,00000643,1,AAPL,1793.0,0.0,1,,,39126,8,20231022-11:07:47.429,1171.0,0,0,,,
receive,00000644,1,AAPL,3682.0,113.0,2,,,39127,8,20231022-11:07:47.430,1172.0,0,0,,,
receive,00000645,1,AAPL,3052.0,0.0,1,,,39128,8,20231022-11:07:47.430,1173.0,0,0,,,
receive,00000646,,,,,,Unlucky,,,8,20231022-11:07:47.430,1174.0,8,8,,,
receive,00000647,1,AAPL,412.0,129.0,2,,,39130,8,20231022-11:07:47.431,1175.0,0,0,,,
receive,00000648,1,BAC,9332.0,0.0,1,,,39131,8,20231022-11:07:47.431,1176.0,0,0,,,
receive,00000649,2,BAC,389.0,63.0,2,,,39132,8,20231022-11:07:47.431,1177.0,0,0,,,
receive,00000650,3,BAC,5540.0,0.0,1,,,39133,8,20231022-11:07:47.432,1178.0,0,0,,,
receive,00000651,,,,,,Unknown order id,,NONE,9,20231022-11:07:47.432,1179.0,8,,00000632,,
receive,00000652,1,AAPL,368.0,292.0,2,,,39134,8,20231022-11:07:47.432,1180.0,0,0,,,
receive,00000653,,,,,,Unknown order id,,NONE,9,20231022-11:07:47.433,1181.0,8,,00000095,,
receive,00000654,1,BAC,7619.0,0.0,1,,,39135,8,20231022-11:07:47.433,1182.0,0,0,,,
receive,00000655,2,MSFT,6475.0,157.0,2,,,39136,8,20231022-11:07:47.433,1183.0,0,0,,,
receive,00000656,1,MSFT,1849.0,202.0,2,,,39137,8,20231022-11:07:47.434,1184.0,0,0,,,
receive,00000657,,,,,,Unlucky,,,8,20231022-11:07:47.434,1185.0,8,8,,,
receive,00000658,1,BAC,9675.0,0.0,1,,,39139,8,20231022-11:07:47.434,1186.0,0,0,,,
receive,00000659,1,MSFT,7417.0,0.0,1,,,39140,8,20231022-11:07:47.435,1187.0,0,0,,,
receive,00000660,3,AAPL,1764.0,144.0,2,,,39141,8,20231022-11:07:47.435,1188.0,0,0,,,
receive,00000661,3,BAC,7010.0,54.0,2,,,39142,8,20231022-11:07:47.435,1189.0,0,0,,,
receive,00000662,3,BAC,9246.0,0.0,1,,,39143,8,20231022-11:07:47.435,1190.0,0,0,,,
receive,00000663,2,BAC,3518.0,11.0,2,,,39144,8,20231022-11:07:47.435,1191.0,0,0,,,
receive,00000664,1,AAPL,8240.0,201.0,2,,,39145,8,20231022-11:07:47.435,1192.0,0,0,,,
receive,00000665,,,,,,Unknown order id,,NONE,9,20231022-11:07:47.436,1193.0,8,,00000631,,
receive,00000666,1,MSFT,8078.0,0.0,1,,,39146,8,20231022-11:07:47.441,1194.0,0,0,,,
receive,00000667,3,BAC,5389.0,0.0,1,,,39147,8,20231022-11:07:47.441,1195.0,0,0,,,
receive,00000668,3,AAPL,3533.0,241.0,2,,,39148,8,20231022-11:07:47.442,1196.0,0,0,,,
receive,00000669,,,,,,Unknown order id,,NONE,9,20231022-11:07:47.442,1197.0,8,,00000067,,
receive,00000670,1,MSFT,4157.0,374.0,2,,,39149,8,20231022-11:07:47.442,1198.0,0,0,,,
receive,00000671,,,,,,Unlucky,,,8,20231022-11:07:47.442,1199.0,8,8,,,
receive,00000672,1,MSFT,9970.0,239.0,2,,,39151,8,20231022-11:07:47.442,1200.0,0,0,,,
receive,00000673,,,,,,Unknown order id,,NONE,9,20231022-11:07:47.444,1201.0,8,,00000662,,
receive,00000674,2,BAC,9439.0,20.0,2,,,39152,8,20231022-11:07:47.444,1202.0,0,0,,,
receive,00000675,,,,,,Unlucky,,,8,20231022-11:07:47.457,1203.0,8,8,,,
receive,00000676,2,MSFT,2382.0,303.0,2,,,39154,8,20231022-11:07:47.457,1204.0,0,0,,,
receive,00000677,3,AAPL,6924.0,0.0,1,,,39155,8,20231022-11:07:47.457,1205.0,0,0,,,
receive,00000678,,,,,,Unlucky,,,8,20231022-11:07:47.458,1206.0,8,8,,,
receive,00000679,,,,,,Unknown order id,,NONE,9,20231022-11:07:47.458,1207.0,8,,00000610,,
receive,00000680,1,AAPL,1164.0,145.0,2,,,39157,8,20231022-11:07:47.458,1208.0,0,0,,,
receive,00000681,1,AAPL,5032.0,0.0,1,,,39158,8,20231022-11:07:47.468,1209.0,0,0,,,
receive,00000682,3,AAPL,1686.0,0.0,1,,,39159,8,20231022-11:07:47.468,1210.0,0,0,,,
receive,00000683,1,AAPL,619.0,0.0,1,,,39160,8,20231022-11:07:47.469,1211.0,0,0,,,
receive,00000684,1,BAC,7474.0,0.0,1,,,39161,8,20231022-11:07:47.469,1212.0,0,0,,,
receive,00000685,3,BAC,5445.0,40.0,2,,,39162,8,20231022-11:07:47.470,1213.0,0,0,,,
receive,00000686,3,MSFT,2950.0,0.0,1,,,39163,8,20231022-11:07:47.470,1214.0,0,0,,,
receive,00000687,1,BAC,2286.0,0.0,1,,,39164,8,20231022-11:07:47.471,1215.0,0,0,,,
receive,00000688,1,BAC,7242.0,86.0,2,,,39165,8,20231022-11:07:47.471,1216.0,0,0,,,
receive,00000689,3,AAPL,8192.0,0.0,1,,,39166,8,20231022-11:07:47.480,1217.0,0,0,,,
receive,00000690,1,BAC,2482.0,97.0,2,,,39167,8,20231022-11:07:47.480,1218.0,0,0,,,
receive,00000691,2,BAC,2411.0,0.0,1,,,39168,8,20231022-11:07:47.480,1219.0,0,0,,,
receive,00000692,2,BAC,2525.0,0.0,1,,,39169,8,20231022-11:07:47.481,1220.0,0,0,,,
receive,00000693,2,AAPL,5376.0,264.0,2,,,39170,8,20231022-11:07:47.481,1221.0,0,0,,,
receive,00000694,3,AAPL,7108.0,168.0,2,,,39171,8,20231022-11:07:47.481,1222.0,0,0,,,
receive,00000695,3,MSFT,952.0,121.0,2,,,39172,8,20231022-11:07:47.482,1223.0,0,0,,,
receive,00000696,2,BAC,958.0,0.0,1,,,39173,8,20231022-11:07:47.490,1224.0,0,0,,,
receive,00000697,3,AAPL,8226.0,0.0,1,,,39174,8,20231022-11:07:47.491,1225.0,0,0,,,
receive,00000698,2,MSFT,284.0,0.0,1,,,39175,8,20231022-11:07:47.491,1226.0,0,0,,,
receive,00000699,2,MSFT,6113.0,0.0,1,,,39176,8,20231022-11:07:47.491,1227.0,0,0,,,
receive,00000700,2,MSFT,3815.0,0.0,1,,,39177,8,20231022-11:07:47.492,1228.0,0,0,,,
receive,00000701,3,BAC,7358.0,0.0,1,,,39178,8,20231022-11:07:47.492,1229.0,0,0,,,
receive,00000702,1,BAC,2393.0,0.0,2,,,39179,8,20231022-11:07:47.501,1230.0,0,0,,,
receive,00000703,2,AAPL,3729.0,182.0,2,,,39180,8,20231022-11:07:47.502,1231.0,0,0,,,
receive,00000704,1,AAPL,8408.0,292.0,2,,,39181,8,20231022-11:07:47.502,1232.0,0,0,,,
receive,00000705,1,MSFT,5005.0,0.0,1,,,39182,8,20231022-11:07:47.502,1233.0,0,0,,,
receive,00000706,1,MSFT,8228.0,0.0,1,,,39183,8,20231022-11:07:47.503,1234.0,0,0,,,
receive,00000707,3,BAC,9762.0,65.0,2,,,39184,8,20231022-11:07:47.503,1235.0,0,0,,,
receive,00000708,1,BAC,6093.0,0.0,1,,,39185,8,20231022-11:07:47.503,1236.0,0,0,,,
receive,00000709,1,MSFT,4877.0,156.0,2,,,39186,8,20231022-11:07:47.513,1237.0,0,0,,,
receive,00000710,3,MSFT,2430.0,105.0,2,,,39187,8,20231022-11:07:47.514,1238.0,0,0,,,
receive,00000711,3,MSFT,5097.0,353.0,2,,,39188,8,20231022-11:07:47.514,1239.0,0,0,,,
receive,00000712,3,MSFT,3996.0,0.0,1,,,39189,8,20231022-11:07:47.514,1240.0,0,0,,,
receive,00000713,1,MSFT,4156.0,277.0,2,,,39190,8,20231022-11:07:47.515,1241.0,0,0,,,
receive,00000714,2,AAPL,1594.0,175.0,2,,,39191,8,20231022-11:07:47.515,1242.0,0,0,,,
receive,00000715,1,BAC,4562.0,0.0,1,,,39192,8,20231022-11:07:47.515,1243.0,0,0,,,
receive,00000716,1,BAC,83.0,79.0,2,,,39193,8,20231022-11:07:47.516,1244.0,0,0,,,
receive,00000717,2,AAPL,9865.0,163.0,2,,,39194,8,20231022-11:07:47.516,1245.0,0,0,,,
receive,00000718,1,AAPL,9493.0,106.0,2,,,39195,8,20231022-11:07:47.525,1246.0,0,0,,,
receive,00000719,3,BAC,8953.0,0.0,1,,,39196,8,20231022-11:07:47.525,1247.0,0,0,,,
receive,00000720,1,AAPL,4020.0,172.0,2,,,39197,8,20231022-11:07:47.525,1248.0,0,0,,,
receive,00000721,1,BAC,5149.0,0.0,1,,,39198,8,20231022-11:07:47.526,1249.0,0,0,,,
receive,00000722,3,BAC,4278.0,39.0,2,,,39199,8,20231022-11:07:47.526,1250.0,0,0,,,
receive,00000723,3,AAPL,2271.0,125.0,2,,,39200,8,20231022-11:07:47.526,1251.0,0,0,,,
receive,00000724,1,MSFT,7463.0,299.0,2,,,39201,8,20231022-11:07:47.527,1252.0,0,0,,,
receive,00000725,,,,,,Unlucky,,,8,20231022-11:07:47.527,1253.0,8,8,,,
receive,00000726,1,AAPL,2328.0,161.0,2,,,39203,8,20231022-11:07:47.536,1254.0,0,0,,,
receive,00000727,2,BAC,7694.0,32.0,2,,,39204,8,20231022-11:07:47.537,1255.0,0,0,,,
receive,00000728,1,MSFT,6691.0,340.0,2,,,39205,8,20231022-11:07:47.537,1256.0,0,0,,,
receive,00000729,3,AAPL,4508.0,0.0,1,,,39206,8,20231022-11:07:47.538,1257.0,0,0,,,
receive,00000730,3,AAPL,2662.0,271.0,2,,,39207,8,20231022-11:07:47.538,1258.0,0,0,,,
receive,00000731,,,,,,Unlucky,,,8,20231022-11:07:47.538,1259.0,8,8,,,
receive,00000732,1,BAC,8656.0,0.0,1,,,39209,8,20231022-11:07:47.539,1260.0,0,0,,,
receive,00000733,3,BAC,3600.0,0.0,1,,,39210,8,20231022-11:07:47.547,1261.0,0,0,,,
receive,00000734,2,BAC,4075.0,42.0,2,,,39211,8,20231022-11:07:47.547,1262.0,0,0,,,
receive,00000735,2,BAC,4096.0,0.0,1,,,39212,8,20231022-11:07:47.548,1263.0,0,0,,,
receive,00000736,1,AAPL,1918.0,0.0,1,,,39213,8,20231022-11:07:47.548,1264.0,0,0,,,
receive,00000737,2,BAC,1997.0,0.0,1,,,39214,8,20231022-11:07:47.548,1265.0,0,0,,,
receive,00000738,1,AAPL,5098.0,0.0,1,,,39215,8,20231022-11:07:47.548,1266.0,0,0,,,
receive,00000739,1,MSFT,7816.0,345.0,2,,,39216,8,20231022-11:07:47.558,1267.0,0,0,,,
receive,00000740,3,BAC,4368.0,0.0,1,,,39217,8,20231022-11:07:47.558,1268.0,0,0,,,
receive,00000741,2,MSFT,3448.0,244.0,2,,,39218,8,20231022-11:07:47.559,1269.0,0,0,,,
receive,00000742,,,,,,Unlucky,,,8,20231022-11:07:47.559,1270.0,8,8,,,
receive,00000743,1,BAC,6747.0,0.0,1,,,39220,8,20231022-11:07:47.559,1271.0,0,0,,,
receive,00000744,2,BAC,9659.0,80.0,2,,,39221,8,20231022-11:07:47.559,1272.0,0,0,,,
receive,00000745,2,BAC,2015.0,0.0,1,,,39222,8,20231022-11:07:47.560,1273.0,0,0,,,
receive,00000746,,,,,,Unknown order id,,NONE,9,20231022-11:07:47.568,1274.0,8,,00000706,,
receive,00000747,1,AAPL,6476.0,0.0,1,,,39223,8,20231022-11:07:47.568,1275.0,0,0,,,
receive,00000748,2,MSFT,7505.0,257.0,2,,,39224,8,20231022-11:07:47.569,1276.0,0,0,,,
receive,00000749,3,BAC,7227.0,43.0,2,,,39225,8,20231022-11:07:47.569,1277.0,0,0,,,
receive,00000750,3,BAC,8104.0,18.0,2,,,39226,8,20231022-11:07:47.570,1278.0,0,0,,,
receive,00000751,2,AAPL,8419.0,283.0,2,,,39227,8,20231022-11:07:47.571,1279.0,0,0,,,
receive,00000752,2,AAPL,2428.0,0.0,1,,,39228,8,20231022-11:07:47.571,1280.0,0,0,,,
receive,00000753,3,MSFT,2694.0,213.0,2,,,39229,8,20231022-11:07:47.579,1281.0,0,0,,,
receive,00000754,,,,,,Unknown order id,,NONE,9,20231022-11:07:47.579,1282.0,8,,00000156,,
receive,00000755,2,AAPL,2909.0,0.0,1,,,39230,8,20231022-11:07:47.580,1283.0,0,0,,,
receive,00000756,2,BAC,7733.0,88.0,2,,,39231,8,20231022-11:07:47.580,1284.0,0,0,,,
receive,00000757,2,BAC,8086.0,0.0,1,,,39232,8,20231022-11:07:47.582,1285.0,0,0,,,
receive,00000758,2,MSFT,3638.0,0.0,1,,,39233,8,20231022-11:07:47.582,1286.0,0,0,,,
receive,00000759,1,AAPL,9012.0,0.0,1,,,39234,8,20231022-11:07:47.583,1287.0,0,0,,,
receive,00000760,3,AAPL,3205.0,163.0,2,,,39235,8,20231022-11:07:47.592,1288.0,0,0,,,
receive,00000761,2,BAC,3348.0,4.0,2,,,39236,8,20231022-11:07:47.592,1289.0,0,0,,,
receive,00000762,1,BAC,2167.0,0.0,1,,,39237,8,20231022-11:07:47.593,1290.0,0,0,,,
receive,00000763,2,AAPL,2374.0,0.0,1,,,39238,8,20231022-11:07:47.593,1291.0,0,0,,,
receive,00000764,3,AAPL,5369.0,161.0,2,,,39239,8,20231022-11:07:47.594,1292.0,0,0,,,
receive,00000765,3,MSFT,4171.0,0.0,1,,,39240,8,20231022-11:07:47.594,1293.0,0,0,,,
receive,00000766,1,BAC,5714.0,0.0,1,,,39241,8,20231022-11:07:47.594,1294.0,0,0,,,
receive,00000767,1,MSFT,4429.0,0.0,1,,,39242,8,20231022-11:07:47.602,1295.0,0,0,,,
receive,00000768,2,MSFT,3569.0,0.0,1,,,39243,8,20231022-11:07:47.602,1296.0,0,0,,,
receive,00000769,3,BAC,8039.0,99.0,2,,,39244,8,20231022-11:07:47.602,1297.0,0,0,,,
receive,00000770,2,BAC,4235.0,0.0,1,,,39245,8,20231022-11:07:47.603,1298.0,0,0,,,
receive,00000771,2,MSFT,8687.0,314.0,2,,,39246,8,20231022-11:07:47.603,1299.0,0,0,,,
receive,00000772,2,AAPL,7537.0,151.0,2,,,39247,8,20231022-11:07:47.603,1300.0,0,0,,,
receive,00000773,2,AAPL,3450.0,250.0,2,,,39248,8,20231022-11:07:47.604,1301.0,0,0,,,
receive,00000774,3,MSFT,8658.0,0.0,1,,,39249,8,20231022-11:07:47.614,1302.0,0,0,,,
receive,00000775,,,,,,Unlucky,,,8,20231022-11:07:47.614,1303.0,8,8,,,
receive,00000776,,,,,,Unlucky,,,8,20231022-11:07:47.614,1304.0,8,8,,,
receive,00000777,1,AAPL,1831.0,237.0,2,,,39252,8,20231022-11:07:47.615,1305.0,0,0,,,
receive,00000778,,,,,,Unknown order id,,NONE,9,20231022-11:07:47.615,1306.0,8,,00000284,,
receive,00000779,1,BAC,214.0,0.0,1,,,39253,8,20231022-11:07:47.616,1307.0,0,0,,,
receive,00000780,3,BAC,7558.0,90.0,2,,,39254,8,20231022-11:07:47.617,1308.0,0,0,,,
receive,00000781,1,BAC,7765.0,52.0,2,,,39255,8,20231022-11:07:47.625,1309.0,0,0,,,
receive,00000782,1,BAC,9012.0,0.0,1,,,39256,8,20231022-11:07:47.625,1310.0,0,0,,,
receive,00000783,3,MSFT,8605.0,0.0,1,,,39257,8,20231022-11:07:47.626,1311.0,0,0,,,
receive,00000784,3,BAC,5124.0,0.0,1,,,39258,8,20231022-11:07:47.626,1312.0,0,0,,,
receive,00000785,2,MSFT,1868.0,355.0,2,,,39259,8,20231022-11:07:47.627,1313.0,0,0,,,
receive,00000786,1,MSFT,1588.0,232.0,2,,,39260,8,20231022-11:07:47.627,1314.0,0,0,,,
receive,00000787,,,,,,Unlucky,,,8,20231022-11:07:47.627,1315.0,8,8,,,
receive,00000788,1,AAPL,8641.0,0.0,1,,,39262,8,20231022-11:07:47.627,1316.0,0,0,,,
receive,00000789,3,MSFT,5395.0,0.0,1,,,39263,8,20231022-11:07:47.636,1317.0,0,0,,,
receive,00000790,2,AAPL,9653.0,170.0,2,,,39264,8,20231022-11:07:47.636,1318.0,0,0,,,
receive,00000791,2,MSFT,8604.0,0.0,1,,,39265,8,20231022-11:07:47.637,1319.0,0,0,,,
receive,00000792,2,MSFT,8321.0,0.0,1,,,39266,8,20231022-11:07:47.637,1320.0,0,0,,,
receive,00000793,2,AAPL,9373.0,0.0,1,,,39267,8,20231022-11:07:47.638,1321.0,0,0,,,
receive,00000794,3,BAC,2821.0,0.0,1,,,39268,8,20231022-11:07:47.639,1322.0,0,0,,,
receive,00000795,1,MSFT,487.0,0.0,1,,,39269,8,20231022-11:07:47.639,1323.0,0,0,,,
receive,00000796,2,AAPL,8946.0,142.0,2,,,39270,8,20231022-11:07:47.646,1324.0,0,0,,,
receive,00000797,2,BAC,6119.0,11.0,2,,,39271,8,20231022-11:07:47.647,1325.0,0,0,,,
receive,00000798,,,,,,Unlucky,,,8,20231022-11:07:47.647,1326.0,8,8,,,
